customerID,gender,SeniorCitizen,Partner,Dependents,MonthlyCharges,TotalCharges,Contract,PaperlessBilling,Churn
7590-3512-00353,Male,0,Yes,No,42.37,5734.75,Month-to-month,Yes,No
7590-8526-00354,Female,0,No,Yes,84.36,5966.24,Month-to-month,Yes,Yes
7590-6889-00355,Male,0,Yes,No,58.99,768.19,Month-to-month,Yes,Yes
7590-6784-00356,Male,0,No,Yes,61.53,1854.58,Month-to-month,Yes,Yes
7590-9538-00357,Female,0,No,No,46.05,6262.97,Two year,No,No
7590-9969-00358,Male,0,Yes,No,86.65,3980.01,One year,No,No
7590-9010-00359,Female,0,No,No,46.58,839.36,One year,Yes,No
7590-5058-00360,Male,1,Yes,Yes,78.23,7402.38,Month-to-month,Yes,No
7590-7294-00361,Female,0,Yes,Yes,75.21,26.64,Two year,Yes,No
7590-9485-00362,Female,1,Yes,No,95.73,5766.9,One year,Yes,No
7590-2403-00363,Female,0,Yes,Yes,117.97,6132.1,Month-to-month,No,Yes
7590-2282-00364,Female,0,No,Yes,47.87,4981.36,One year,Yes,No
7590-3153-00365,Female,0,Yes,Yes,75.73,7569.31,Two year,No,No
7590-8019-00366,Male,0,Yes,Yes,76.08,980.79,One year,No,No
7590-1663-00367,Male,1,Yes,Yes,108.15,6260.33,Month-to-month,No,Yes
7590-5314-00368,Female,1,Yes,Yes,79.86,5958.2,One year,No,No
7590-9737-00369,Male,0,Yes,No,100.13,5349.42,Month-to-month,No,No
7590-3899-00370,Female,0,No,Yes,116.07,615.07,Month-to-month,No,Yes
7590-7386-00371,Male,0,No,No,39.55,3149.38,Month-to-month,Yes,No
7590-8439-00372,Female,0,No,Yes,33.92,930.27,Month-to-month,No,No
7590-3111-00373,Female,0,No,No,19.98,206.97,Month-to-month,No,No
7590-6443-00374,Male,0,Yes,No,37.94,3219.35,Month-to-month,No,No
7590-3950-00375,Male,0,Yes,No,40.47,4726.78,Month-to-month,Yes,Yes
7590-9633-00376,Male,1,No,No,47.11,4366.08,Month-to-month,Yes,Yes
7590-2995-00377,Female,0,Yes,No,30.56,619.89,Two year,Yes,No
7590-5391-00378,Male,0,No,No,27.08,2704.46,Two year,Yes,No
7590-9721-00379,Female,1,Yes,No,38.43,3950.86,Month-to-month,No,Yes
7590-7082-00380,Male,0,Yes,No,65.36,3815.6,Month-to-month,No,No
7590-6345-00381,Male,0,No,No,111.74,4877.43,Two year,No,No
7590-4764-00382,Male,0,Yes,Yes,36.06,3251.88,Month-to-month,No,Yes
7590-1547-00383,Female,0,No,Yes,86.77,4232.8,One year,Yes,No
7590-6044-00384,Female,0,Yes,No,73.54,2477.09,One year,No,No
7590-2905-00385,Female,0,No,No,50.6,5451.59,Two year,Yes,No
7590-2317-00386,Female,0,No,No,68.21,7145.17,Two year,Yes,No
7590-8219-00387,Male,1,No,No,93.1,442.8,One year,No,No
7590-2935-00388,Female,0,No,Yes,88.33,5125.03,Two year,No,No
7590-1422-00389,Female,0,Yes,Yes,39.03,6438.61,Month-to-month,Yes,No
7590-6969-00390,Female,0,No,No,23.83,6839.99,Month-to-month,Yes,No
7590-3076-00391,Male,0,Yes,No,117.04,3059.34,Two year,No,No
7590-1749-00392,Male,0,No,No,64.13,1831.66,Month-to-month,No,No
7590-8888-00393,Female,0,No,No,33.88,3485.05,Month-to-month,Yes,No
7590-3866-00394,Male,1,No,No,97.96,1804.81,Month-to-month,Yes,Yes
7590-1773-00395,Female,0,Yes,No,44.54,1808.83,One year,No,No
7590-1958-00396,Female,0,No,No,63.8,3305.07,Month-to-month,Yes,Yes
7590-4536-00397,Female,0,Yes,No,37.51,7857.13,Month-to-month,Yes,No
7590-9731-00398,Male,0,Yes,No,68.67,1859.15,Month-to-month,No,Yes
7590-2987-00399,Male,0,Yes,Yes,76.95,4092.6,Month-to-month,Yes,No
7590-4345-00400,Male,0,No,Yes,24.61,269.6,Two year,No,No
7590-2315-00401,Male,1,No,No,33.2,26.36,Month-to-month,No,Yes
7590-6703-00402,Male,0,Yes,No,77.72,1196.14,One year,Yes,No
7590-3362-00403,Female,0,Yes,No,81.9,3549.53,Month-to-month,No,No
7590-7945-00404,Female,0,No,Yes,18.49,3424.13,Month-to-month,Yes,No
7590-8924-00405,Female,0,No,No,62.38,7593.27,One year,No,No
7590-9904-00406,Male,0,Yes,No,100.5,3355.09,One year,No,No
7590-8729-00407,Male,0,Yes,No,105.26,4796.5,Month-to-month,Yes,Yes
7590-9323-00408,Female,1,Yes,No,64.75,2215.83,Month-to-month,Yes,No
7590-2575-00409,Male,0,Yes,Yes,98.54,3369.39,Month-to-month,No,Yes
7590-5378-00410,Male,0,Yes,No,40.78,6222.89,One year,Yes,No
7590-3225-00411,Female,0,Yes,No,30.17,1633.9,One year,No,No
7590-6299-00412,Female,1,Yes,Yes,29.78,5691.61,One year,No,No
7590-1446-00413,Male,0,Yes,No,87.37,2208.55,Two year,Yes,No
7590-3954-00414,Male,1,No,Yes,39.71,1458.09,One year,No,No
7590-2417-00415,Male,0,Yes,No,59.27,1043.56,Month-to-month,No,Yes
7590-9417-00416,Male,0,No,No,71.88,3681.19,Month-to-month,Yes,No
7590-2810-00417,Male,0,Yes,Yes,58.54,4577.14,Month-to-month,Yes,Yes
7590-8438-00418,Male,1,No,Yes,42.15,7742.45,Month-to-month,No,Yes
7590-7702-00419,Male,1,No,No,68.18,3988.12,Month-to-month,No,Yes
7590-6876-00420,Male,1,No,Yes,32.01,3471.52,Month-to-month,No,Yes
7590-1858-00421,Male,0,Yes,Yes,114.96,5912.79,Month-to-month,No,Yes
7590-2489-00422,Male,0,No,No,32.17,2528.17,Month-to-month,Yes,No
7590-3068-00423,Male,0,No,No,35.94,1745.75,Month-to-month,No,Yes
7590-5725-00424,Male,0,No,No,111.07,1395.29,Month-to-month,No,No
7590-9993-00425,Male,0,Yes,Yes,118.78,1194.74,Month-to-month,Yes,Yes
7590-6146-00426,Male,0,No,Yes,82.31,408.86,One year,Yes,No
7590-7335-00427,Female,0,No,No,60.89,4838.57,Month-to-month,Yes,No
7590-3472-00428,Female,0,Yes,Yes,101.09,5701.32,Two year,No,No
7590-8042-00429,Male,0,No,No,113.14,2715.97,Two year,Yes,No
7590-8416-00430,Male,0,Yes,No,28.71,6147.66,Month-to-month,Yes,No
7590-2427-00431,Female,0,No,No,38.92,6103.18,One year,Yes,No
7590-8749-00432,Male,0,Yes,No,110.86,7157.98,Two year,No,No
7590-1650-00433,Male,0,Yes,Yes,92.06,411.15,Month-to-month,Yes,Yes
7590-4021-00434,Female,0,Yes,No,109.49,3156.4,Month-to-month,No,No
7590-3605-00435,Female,0,No,Yes,88.0,724.85,One year,Yes,No
7590-3529-00436,Male,0,No,Yes,46.99,3487.98,Two year,Yes,No
7590-5694-00437,Male,0,No,Yes,38.15,5784.74,Month-to-month,No,No
7590-9742-00438,Male,0,No,No,73.34,7811.11,One year,No,No
7590-8354-00439,Male,0,No,No,108.44,5202.24,Month-to-month,Yes,No
7590-8388-00440,Female,0,Yes,Yes,103.54,7294.29,Month-to-month,No,Yes
7590-5252-00441,Male,1,No,No,83.3,6517.19,Month-to-month,Yes,Yes
7590-5208-00442,Female,0,Yes,No,101.47,6218.6,Month-to-month,No,No
7590-1333-00443,Female,0,No,No,96.54,4440.01,Month-to-month,Yes,No
7590-6388-00444,Male,0,Yes,No,101.81,5718.21,Month-to-month,Yes,No
7590-9289-00445,Female,0,Yes,No,36.83,7730.76,Month-to-month,Yes,No
7590-4077-00446,Female,0,Yes,No,42.06,857.68,Month-to-month,Yes,Yes
7590-4142-00447,Female,0,Yes,No,61.9,2388.94,Month-to-month,Yes,Yes
7590-3100-00448,Female,0,No,No,111.43,1304.52,One year,Yes,No
7590-1428-00449,Female,0,No,Yes,53.61,533.35,One year,No,No
7590-7904-00450,Male,0,Yes,Yes,94.47,6404.88,Month-to-month,No,Yes
7590-3019-00451,Male,0,Yes,Yes,86.19,3120.08,Month-to-month,Yes,Yes
7590-1401-00452,Male,0,Yes,No,118.45,2146.78,Two year,Yes,No
7590-4159-00453,Female,0,Yes,No,78.26,6471.59,One year,No,No
7590-8111-00454,Male,1,Yes,No,63.64,4128.89,Month-to-month,Yes,Yes
7590-6435-00455,Male,0,No,Yes,44.0,2305.03,One year,Yes,No
7590-2834-00456,Male,0,No,No,106.0,4281.58,Two year,No,No
7590-8070-00457,Female,0,No,No,62.35,4508.25,One year,Yes,No
7590-4773-00458,Male,1,No,No,38.5,7687.54,Month-to-month,Yes,Yes
7590-6929-00459,Female,0,Yes,No,39.62,6065.78,Month-to-month,No,Yes
7590-9529-00460,Male,1,Yes,Yes,78.96,1517.5,Two year,Yes,No
7590-9703-00461,Female,0,Yes,No,37.72,7161.44,Month-to-month,Yes,No
7590-9296-00462,Male,0,No,Yes,110.63,5647.41,Month-to-month,Yes,Yes
7590-3549-00463,Female,0,Yes,No,112.47,905.16,One year,Yes,No
7590-9458-00464,Male,0,No,No,27.62,3492.6,One year,No,No
7590-7191-00465,Male,0,No,No,64.83,5641.13,Two year,Yes,No
7590-8031-00466,Male,0,No,Yes,28.33,2717.74,Month-to-month,Yes,No
7590-5981-00467,Female,0,Yes,No,106.28,5977.59,Month-to-month,No,No
7590-3648-00468,Male,0,No,No,110.93,6394.1,Month-to-month,No,No
7590-4598-00469,Female,0,Yes,No,28.45,6963.46,Month-to-month,No,Yes
7590-7746-00470,Male,0,No,Yes,22.75,4771.09,Two year,Yes,No
7590-8692-00471,Male,0,Yes,Yes,61.08,7837.93,Month-to-month,Yes,No
7590-3754-00472,Female,0,Yes,Yes,23.0,7725.6,Month-to-month,No,No
7590-3455-00473,Male,0,Yes,No,34.81,6475.18,Month-to-month,No,No
7590-9269-00474,Female,0,Yes,No,78.57,923.99,Two year,No,No
7590-2417-00475,Male,0,Yes,No,73.15,7727.84,Month-to-month,No,Yes
7590-2127-00476,Male,0,Yes,Yes,87.47,6630.24,One year,No,No
7590-3349-00477,Male,0,Yes,No,110.67,205.24,Two year,Yes,No
7590-3633-00478,Female,0,No,No,62.22,3991.39,Month-to-month,Yes,No
7590-7579-00479,Female,0,No,No,60.15,1322.46,Month-to-month,No,No
7590-4763-00480,Male,0,No,No,54.74,1922.34,Month-to-month,No,No
7590-4342-00481,Male,0,Yes,No,61.96,7915.32,Two year,Yes,No
7590-2859-00482,Female,0,Yes,No,76.44,7802.56,One year,Yes,No
7590-8665-00483,Male,0,Yes,No,98.33,7334.73,One year,No,No
7590-2359-00484,Female,1,No,Yes,29.15,121.6,Two year,Yes,No
7590-5741-00485,Male,1,No,No,62.07,4608.1,Month-to-month,No,Yes
7590-9373-00486,Male,0,Yes,No,24.39,4649.4,One year,No,No
7590-1000-00487,Male,0,Yes,No,29.2,2390.86,Month-to-month,Yes,No
7590-3103-00488,Female,1,Yes,No,59.06,3938.88,One year,Yes,No
7590-7779-00489,Female,0,Yes,No,86.35,1576.55,Month-to-month,Yes,Yes
7590-4492-00490,Female,0,No,No,118.59,6185.34,Month-to-month,Yes,Yes
7590-7001-00491,Male,0,No,No,73.22,7229.89,One year,Yes,No
7590-3812-00492,Female,0,No,Yes,80.23,536.25,Month-to-month,No,No
7590-6669-00493,Male,0,No,No,30.0,574.8,Month-to-month,Yes,No
7590-7418-00494,Female,0,No,No,85.05,3680.0,Two year,Yes,No
7590-6911-00495,Female,0,No,No,30.76,7746.55,Month-to-month,Yes,No
7590-4672-00496,Male,0,Yes,No,58.7,5658.7,One year,Yes,No
7590-7849-00497,Female,0,Yes,No,65.7,4671.12,Two year,Yes,No
7590-9758-00498,Male,0,Yes,No,55.49,7917.25,One year,Yes,No
7590-8024-00499,Female,1,Yes,Yes,35.43,6833.06,Month-to-month,Yes,No
7590-6086-00500,Female,1,No,No,97.66,2920.85,One year,Yes,No
7590-5363-00501,Male,1,No,No,68.47,7952.07,One year,No,No
7590-1719-00502,Male,1,Yes,Yes,107.47,1478.67,Two year,No,No
7590-8737-00503,Female,0,Yes,No,96.38,5656.95,Month-to-month,No,No
7590-3179-00504,Female,1,No,Yes,39.22,5923.98,Two year,No,No
7590-4713-00505,Male,0,No,No,73.36,2366.83,Month-to-month,Yes,Yes
7590-4671-00506,Male,0,Yes,No,85.88,6847.68,Month-to-month,No,No
7590-2472-00507,Male,0,Yes,No,45.01,5645.12,One year,No,No
7590-1639-00508,Male,0,Yes,Yes,102.24,1960.85,Month-to-month,Yes,Yes
7590-4858-00509,Male,0,Yes,No,36.34,7259.38,Two year,No,No
7590-8391-00510,Female,0,No,No,47.45,899.18,Month-to-month,No,Yes
7590-5120-00511,Female,0,Yes,No,19.29,7130.25,One year,No,No
7590-4091-00512,Male,0,No,No,44.77,5911.83,Month-to-month,No,Yes
7590-8919-00513,Male,0,Yes,Yes,89.86,5668.75,Month-to-month,Yes,No
7590-7307-00514,Female,0,No,No,52.43,6824.61,Two year,Yes,No
7590-8856-00515,Male,0,Yes,No,66.49,6835.17,Month-to-month,Yes,No
7590-6809-00516,Male,0,Yes,No,90.76,5536.71,Month-to-month,Yes,No
7590-9107-00517,Female,0,No,Yes,112.43,1496.34,Month-to-month,No,Yes
7590-8238-00518,Female,1,No,Yes,70.71,1560.33,Month-to-month,No,Yes
7590-1829-00519,Female,0,No,No,64.45,5291.14,Month-to-month,Yes,Yes
7590-4662-00520,Male,0,No,Yes,58.65,4916.87,One year,Yes,No
7590-9525-00521,Male,0,Yes,Yes,109.65,7583.69,Month-to-month,No,No
7590-1982-00522,Male,0,No,Yes,31.02,448.76,One year,Yes,No
7590-3779-00523,Female,0,No,No,65.28,0.3,Month-to-month,Yes,No
7590-1092-00524,Female,0,Yes,Yes,30.52,4114.73,Month-to-month,Yes,No
7590-3904-00525,Female,0,No,No,77.76,4981.4,Month-to-month,Yes,Yes
7590-8758-00526,Male,0,Yes,No,87.21,5237.27,Month-to-month,No,No
7590-4364-00527,Female,1,No,Yes,111.98,1598.75,Month-to-month,Yes,Yes
7590-4331-00528,Male,0,No,No,84.55,1224.58,Month-to-month,No,Yes
7590-4748-00529,Male,0,Yes,No,104.51,6090.49,One year,Yes,No
7590-8852-00530,Female,0,No,No,35.93,5467.24,Two year,Yes,No
7590-2793-00531,Female,1,Yes,No,20.22,7598.33,One year,Yes,No
7590-7290-00532,Male,0,No,Yes,32.52,1921.35,Month-to-month,Yes,Yes
7590-1802-00533,Female,0,No,Yes,47.54,2537.86,One year,Yes,No
7590-1140-00534,Male,0,Yes,No,113.6,487.71,Month-to-month,No,Yes
7590-8827-00535,Male,0,No,No,32.79,6399.09,Month-to-month,Yes,No
7590-6735-00536,Male,0,No,No,59.91,5924.78,Month-to-month,No,No
7590-8854-00537,Female,0,No,No,35.42,4495.65,Two year,No,No
7590-5478-00538,Male,0,No,Yes,72.58,541.57,One year,No,No
7590-4642-00539,Male,0,Yes,Yes,68.14,3548.94,Month-to-month,No,No
7590-2434-00540,Female,1,No,No,86.23,1641.83,Month-to-month,No,Yes
7590-6608-00541,Female,1,Yes,No,19.43,7550.05,Two year,No,No
7590-4068-00542,Female,0,Yes,Yes,30.18,6941.15,One year,No,No
7590-5858-00543,Male,0,Yes,No,22.16,6833.34,Month-to-month,No,No
7590-4096-00544,Male,0,No,No,118.0,2004.83,Month-to-month,No,Yes
7590-9699-00545,Male,0,No,No,83.22,4229.27,One year,Yes,No
7590-7165-00546,Male,0,No,Yes,26.2,3175.4,Two year,No,No
7590-2513-00547,Male,0,No,No,101.88,2449.73,Month-to-month,Yes,Yes
7590-5006-00548,Female,1,Yes,No,30.6,3126.78,Month-to-month,No,Yes
7590-5318-00549,Male,0,No,No,69.58,2924.21,One year,No,No
7590-7474-00550,Female,0,No,Yes,38.5,3190.82,Two year,Yes,No
7590-1536-00551,Female,1,Yes,No,119.78,5341.39,Month-to-month,No,Yes
7590-3182-00552,Male,0,No,No,27.96,6923.27,One year,Yes,No
7590-4570-00553,Female,0,No,Yes,61.87,6245.79,Month-to-month,Yes,Yes
7590-9219-00554,Female,0,Yes,No,27.34,2783.17,Two year,No,No
7590-6642-00555,Female,0,No,No,70.42,5258.18,Two year,Yes,No
7590-3714-00556,Female,0,Yes,No,51.77,330.57,One year,Yes,No
7590-2849-00557,Male,0,Yes,Yes,27.56,6381.0,Month-to-month,Yes,No
7590-2110-00558,Male,0,No,Yes,70.86,5344.77,Month-to-month,Yes,Yes
7590-6536-00559,Male,1,Yes,Yes,46.12,4426.49,Two year,No,No
7590-3429-00560,Female,0,No,Yes,46.53,6291.74,Month-to-month,Yes,No
7590-7827-00561,Male,0,No,No,56.65,5337.92,Month-to-month,Yes,No
7590-3743-00562,Male,0,Yes,Yes,80.74,4106.04,Month-to-month,Yes,No
7590-6195-00563,Male,0,Yes,No,118.76,4942.11,One year,No,No
7590-8319-00564,Female,0,No,No,96.41,4663.27,Two year,Yes,No
7590-8659-00565,Male,0,Yes,Yes,75.19,339.48,Two year,Yes,No
7590-6770-00566,Male,0,Yes,No,60.23,2634.25,Month-to-month,Yes,Yes
7590-3979-00567,Male,0,No,No,49.48,2400.38,Month-to-month,No,Yes
7590-9078-00568,Female,0,No,No,34.87,453.1,Two year,No,No
7590-6148-00569,Male,0,Yes,No,69.25,6685.32,Month-to-month,Yes,No
7590-8040-00570,Female,0,Yes,No,107.27,6360.75,Month-to-month,No,No
7590-4150-00571,Female,0,No,No,19.65,4698.93,Month-to-month,No,No
7590-4429-00572,Male,0,Yes,Yes,49.87,5048.34,Two year,No,No
7590-3809-00573,Male,0,Yes,No,101.8,5244.81,Month-to-month,Yes,No
7590-8896-00574,Male,0,Yes,Yes,85.29,5464.47,Month-to-month,Yes,No
7590-8645-00575,Female,0,No,Yes,86.06,446.07,Two year,Yes,No
7590-7277-00576,Female,1,No,No,109.53,2015.19,Two year,Yes,No
7590-8815-00577,Male,0,Yes,No,117.2,5933.17,Month-to-month,No,Yes
7590-8085-00578,Female,0,No,No,63.05,2256.79,Month-to-month,Yes,No
7590-6505-00579,Female,0,Yes,No,76.78,7322.11,Month-to-month,Yes,No
7590-9433-00580,Male,0,No,No,80.64,5804.5,Month-to-month,Yes,No
7590-7382-00581,Female,0,Yes,Yes,64.0,6624.53,Two year,Yes,No
7590-4946-00582,Female,1,No,No,61.47,1942.96,Month-to-month,Yes,Yes
7590-8208-00583,Female,0,No,No,23.43,2692.82,Month-to-month,No,Yes
7590-7296-00584,Male,0,Yes,No,86.08,2492.41,Two year,Yes,No
7590-5510-00585,Female,0,No,No,46.46,117.73,Two year,Yes,No
7590-1871-00586,Female,0,No,No,88.43,637.98,Month-to-month,Yes,Yes
7590-1996-00587,Male,0,No,No,102.3,3794.86,Month-to-month,No,No
7590-1431-00588,Male,0,Yes,No,46.75,6131.37,Month-to-month,No,No
7590-6083-00589,Male,0,No,No,108.99,3305.77,Month-to-month,Yes,Yes
7590-9933-00590,Female,1,No,No,119.32,3017.27,Month-to-month,Yes,Yes
7590-7032-00591,Male,0,No,No,42.04,7557.16,Two year,No,No
7590-7453-00592,Male,0,No,No,60.56,7019.06,Month-to-month,No,Yes
7590-7424-00593,Male,0,No,No,65.57,1407.82,Month-to-month,Yes,Yes
7590-8197-00594,Male,0,Yes,No,52.61,7401.97,Month-to-month,No,No
7590-9528-00595,Female,1,Yes,No,99.41,4921.48,Month-to-month,Yes,Yes
7590-7281-00596,Female,1,No,No,61.7,3230.11,Month-to-month,Yes,Yes
7590-4090-00597,Female,0,No,No,73.74,6092.15,Two year,Yes,No
7590-8341-00598,Male,0,Yes,No,96.92,3191.37,Month-to-month,Yes,Yes
7590-6388-00599,Male,0,No,Yes,99.37,5648.26,Month-to-month,No,Yes
7590-4658-00600,Female,0,Yes,Yes,79.93,6712.58,Month-to-month,Yes,No
7590-2579-00601,Female,1,Yes,No,82.17,5534.2,One year,Yes,No
7590-6139-00602,Female,1,No,No,74.26,2847.4,One year,Yes,No
7590-8207-00603,Male,0,No,No,66.45,4686.53,Month-to-month,Yes,No
7590-9262-00604,Female,0,No,No,90.84,3061.59,Month-to-month,Yes,No
7590-1218-00605,Female,0,Yes,No,76.37,1677.53,Month-to-month,No,Yes
7590-9803-00606,Male,0,Yes,No,48.91,7793.64,One year,No,No
7590-3805-00607,Female,0,Yes,No,35.49,103.76,Two year,Yes,No
7590-1523-00608,Female,0,No,Yes,57.91,1770.18,Month-to-month,Yes,Yes
7590-6290-00609,Female,0,No,Yes,54.72,1924.85,Month-to-month,No,Yes
7590-9019-00610,Female,0,Yes,No,23.74,7408.83,Two year,No,No
7590-2295-00611,Male,0,Yes,Yes,83.56,879.1,Month-to-month,Yes,No
7590-4179-00612,Male,0,Yes,No,38.17,1440.01,Month-to-month,No,Yes
7590-1528-00613,Male,0,Yes,No,108.14,7750.48,One year,Yes,No
7590-2472-00614,Male,0,No,Yes,74.95,1040.96,Month-to-month,Yes,Yes
7590-2402-00615,Male,1,Yes,Yes,66.51,1145.76,Month-to-month,Yes,Yes
7590-4631-00616,Male,1,Yes,Yes,20.58,3576.3,One year,No,No
7590-5651-00617,Male,0,No,No,31.95,2306.92,Month-to-month,No,Yes
7590-2911-00618,Female,0,No,No,103.17,1843.7,Month-to-month,No,Yes
7590-6805-00619,Male,0,No,No,68.2,4970.03,Month-to-month,No,No
7590-2018-00620,Male,0,No,No,71.47,6011.39,Two year,No,No
7590-5237-00621,Female,0,No,Yes,87.6,7149.88,Month-to-month,No,No
7590-2324-00622,Male,0,No,No,37.35,6000.57,Month-to-month,No,Yes
7590-9099-00623,Female,1,No,No,100.68,4030.58,Month-to-month,Yes,Yes
7590-5412-00624,Male,0,No,Yes,26.02,999.37,Month-to-month,Yes,No
7590-9632-00625,Male,0,Yes,No,32.08,6527.89,Month-to-month,Yes,No
7590-1990-00626,Male,0,No,No,42.13,3520.2,Two year,No,No
7590-4141-00627,Female,0,Yes,Yes,51.8,1910.94,Month-to-month,Yes,No
7590-1797-00628,Male,0,No,Yes,70.18,6356.63,Month-to-month,Yes,No
7590-5868-00629,Female,0,Yes,No,38.78,6576.56,Month-to-month,No,No
7590-4371-00630,Male,0,No,No,70.15,1780.65,Month-to-month,Yes,No
7590-5891-00631,Male,0,No,Yes,49.09,7284.63,Month-to-month,Yes,No
7590-8828-00632,Female,0,No,No,37.71,907.38,Month-to-month,No,Yes
7590-1991-00633,Male,0,No,No,62.47,6806.62,Two year,No,No
7590-2248-00634,Male,0,No,Yes,79.05,4396.77,Two year,No,No
7590-1339-00635,Male,0,Yes,No,47.58,2390.39,One year,Yes,No
7590-5795-00636,Male,0,No,No,80.59,4235.52,Two year,Yes,No
7590-1727-00637,Male,0,No,Yes,39.67,783.29,Two year,No,No
7590-1665-00638,Female,0,No,No,93.63,3551.23,Month-to-month,No,Yes
7590-4121-00639,Female,0,No,Yes,77.35,161.2,Month-to-month,No,Yes
7590-1247-00640,Male,0,Yes,No,85.34,7474.4,Month-to-month,No,Yes
7590-6720-00641,Female,0,Yes,Yes,46.58,6730.18,Two year,No,No
7590-4866-00642,Female,0,Yes,No,100.92,2561.58,One year,No,No
7590-8378-00643,Male,0,Yes,No,95.27,7101.02,One year,Yes,No
7590-7353-00644,Male,0,No,No,117.34,7810.11,Month-to-month,Yes,No
7590-2836-00645,Male,0,No,Yes,43.79,2756.3,Month-to-month,No,No
7590-3638-00646,Female,0,Yes,No,18.21,7347.56,One year,Yes,No
7590-8123-00647,Female,0,Yes,No,45.34,3721.54,Two year,Yes,No
7590-1116-00648,Male,0,Yes,No,48.1,3496.51,One year,No,No
7590-8098-00649,Female,0,Yes,No,117.04,3476.26,Month-to-month,Yes,Yes
7590-1537-00650,Male,0,No,Yes,106.17,3845.95,Two year,No,No
7590-4871-00651,Female,0,No,No,52.68,7353.91,Month-to-month,Yes,No
7590-1873-00652,Male,0,Yes,No,89.55,1125.61,Two year,Yes,No
7590-3023-00653,Female,0,Yes,No,51.4,5424.9,Two year,Yes,No
7590-1225-00654,Female,0,Yes,No,109.69,56.92,Month-to-month,No,Yes
7590-7062-00655,Female,1,Yes,No,64.52,5923.04,Month-to-month,No,No
7590-9758-00656,Female,1,No,No,26.48,5118.85,Two year,Yes,No
7590-8760-00657,Male,0,Yes,No,112.91,7275.85,Month-to-month,No,No
7590-1824-00658,Female,0,Yes,No,25.14,7981.43,One year,Yes,No
7590-1817-00659,Female,0,Yes,No,111.11,6653.67,One year,No,No
7590-4700-00660,Female,0,No,Yes,114.46,4581.44,Month-to-month,Yes,Yes
7590-3540-00661,Female,0,No,No,35.43,5895.97,One year,No,No
7590-8073-00662,Female,0,No,No,93.84,2257.44,Month-to-month,Yes,No
7590-3004-00663,Female,0,Yes,No,100.23,3977.45,Month-to-month,No,Yes
7590-2432-00664,Female,0,Yes,No,90.84,1608.4,Month-to-month,No,Yes
7590-7443-00665,Male,0,No,No,86.05,4317.01,Month-to-month,Yes,Yes
7590-3988-00666,Male,0,No,No,119.08,5455.62,One year,No,No
7590-3703-00667,Female,0,No,No,36.03,3941.44,Month-to-month,Yes,No
7590-1092-00668,Male,0,Yes,No,87.78,7505.04,Month-to-month,Yes,No
7590-2889-00669,Male,0,Yes,No,82.97,1401.03,One year,No,No
7590-1565-00670,Female,0,No,No,81.33,1033.72,One year,Yes,No
7590-9119-00671,Male,0,Yes,No,39.52,2599.05,Month-to-month,No,No
7590-3726-00672,Male,1,Yes,No,28.79,524.83,Month-to-month,No,Yes
7590-2217-00673,Male,0,Yes,No,108.26,5261.46,Month-to-month,Yes,No
7590-6870-00674,Female,0,Yes,No,115.57,3035.48,Two year,No,No
7590-9674-00675,Female,0,No,Yes,78.29,6201.15,Month-to-month,Yes,Yes
7590-2567-00676,Male,0,No,No,32.95,1901.85,Month-to-month,Yes,No
7590-2001-00677,Female,0,No,No,103.95,3391.65,Month-to-month,No,No
7590-2599-00678,Female,0,No,No,32.33,5111.47,Month-to-month,Yes,No
7590-8876-00679,Male,0,No,Yes,89.22,3696.52,Month-to-month,Yes,Yes
7590-6374-00680,Male,0,Yes,No,106.84,7810.61,Two year,No,No
7590-5505-00681,Female,0,No,No,53.91,6264.41,Month-to-month,Yes,Yes
7590-3999-00682,Male,0,No,Yes,108.2,5229.92,Month-to-month,No,No
7590-1761-00683,Female,0,No,No,41.24,3803.87,Two year,No,No
7590-4617-00684,Male,1,Yes,No,52.49,4129.54,One year,No,No
7590-2598-00685,Male,1,No,No,95.83,7625.33,Two year,Yes,No
7590-9606-00686,Male,0,Yes,No,43.35,6612.47,Month-to-month,Yes,No
7590-5507-00687,Female,0,Yes,No,71.08,2386.8,Month-to-month,No,Yes
7590-1245-00688,Male,0,No,No,47.66,6527.11,Month-to-month,No,No
7590-9869-00689,Female,0,Yes,No,34.2,3491.38,Month-to-month,Yes,No
7590-2934-00690,Female,0,No,No,100.97,1494.69,One year,Yes,No
7590-9158-00691,Female,0,Yes,No,103.73,737.7,Month-to-month,No,Yes
7590-9247-00692,Female,0,No,No,116.35,6840.35,Month-to-month,Yes,Yes
7590-9671-00693,Male,0,Yes,No,108.77,6954.61,Month-to-month,Yes,No
7590-2280-00694,Male,0,No,Yes,49.65,7439.8,Two year,No,No
7590-2125-00695,Female,0,No,No,119.01,7281.65,Two year,No,No
7590-2086-00696,Male,1,Yes,No,59.64,4101.81,One year,No,No
7590-8878-00697,Male,1,No,No,51.8,3971.23,Month-to-month,Yes,Yes
7590-9503-00698,Female,0,Yes,No,101.89,5158.82,One year,Yes,No
7590-6928-00699,Male,0,Yes,Yes,20.84,1217.83,Month-to-month,No,Yes
7590-5882-00700,Female,0,No,No,95.52,2307.03,One year,Yes,No
7590-7632-00701,Male,0,Yes,Yes,22.87,4809.22,Month-to-month,No,No
7590-9671-00702,Female,0,No,No,117.29,560.54,Month-to-month,No,No
7590-9472-00703,Female,1,Yes,No,117.52,4907.15,Two year,Yes,No
