account_id,account_age_months,plan_type,monthly_revenue,seats,support_tickets_30d,feature_adoption_score,cancelled
acct_469,38,Enterprise,284.7,16,3,0.4661700108218455,False
acct_470,46,Free,498.1,11,4,0.2349122270866354,False
acct_471,2,Free,204.74,7,1,0.08603515447187482,True
acct_472,44,Free,240.02,5,1,0.8080501524516721,False
acct_473,48,Pro,230.27,1,3,0.7351626750333458,False
acct_474,32,Free,473.94,16,5,0.061440304718892946,False
acct_475,3,Free,386.92,1,2,0.6325140166322357,True
acct_476,29,Pro,92.22,7,2,0.9102725364717669,False
acct_477,44,Pro,104.68,15,6,0.9300857104447976,False
acct_478,55,Pro,23.31,12,1,0.5276568903532473,False
acct_479,49,Pro,66.47,8,1,0.21171975901138762,True
acct_480,15,Pro,207.3,1,1,0.9592880252385652,False
acct_481,45,Pro,351.57,17,3,0.19542510742217234,False
acct_482,5,Pro,112.02,5,0,0.522806156482799,True
acct_483,34,Enterprise,354.83,1,2,0.139451678455484,True
acct_484,34,Pro,311.47,1,0,0.6100462403167662,False
acct_485,47,Pro,461.69,6,1,0.8355185505386837,False
acct_486,12,Free,245.83,5,2,0.36284829741515157,True
acct_487,50,Pro,253.98,5,2,0.18599398447385118,False
acct_488,29,Pro,44.07,1,0,0.22334199570099555,False
acct_489,32,Pro,323.52,4,2,0.9612306773385643,False
acct_490,27,Enterprise,147.4,5,1,0.06964778742224131,False
acct_491,58,Pro,355.65,2,3,0.3214567123980965,False
acct_492,51,Free,265.8,14,4,0.15086255068439425,False
acct_493,42,Pro,7.58,1,2,0.18465270527047895,False
acct_494,54,Enterprise,470.34,5,2,0.3636324603727974,False
acct_495,59,Free,173.87,19,0,0.6712932488492575,False
acct_496,7,Pro,149.31,18,1,0.38415379668326277,False
acct_497,53,Free,383.58,7,4,0.7596310035561072,False
acct_498,31,Pro,304.0,8,2,0.6975172546422961,False
acct_499,14,Free,320.96,18,1,0.9598667133467087,False
acct_500,23,Enterprise,452.74,15,0,0.17782762707969024,False
acct_501,42,Free,211.15,5,2,0.38447371516983364,False
acct_502,57,Pro,44.46,1,0,0.039705854020356424,False
acct_503,26,Free,46.18,15,3,0.5352323716629485,False
acct_504,40,Free,281.94,11,2,0.5340278579674953,False
acct_505,6,Pro,177.57,16,3,0.42918570422713054,True
acct_506,56,Free,421.02,5,0,0.3680708374586298,False
acct_507,13,Pro,11.53,6,2,0.7520290820458873,False
acct_508,5,Free,124.22,5,1,0.9151133530909679,False
acct_509,38,Free,383.49,18,1,0.4570075611483567,False
acct_510,12,Free,6.03,19,1,0.7997596618298644,False
acct_511,1,Free,443.0,15,2,0.3722073117170429,True
acct_512,3,Pro,254.72,14,3,0.445393458005396,True
acct_513,47,Pro,279.02,18,3,0.9939692143925968,False
acct_514,52,Pro,270.69,10,3,0.5868439011342576,False
acct_515,2,Free,22.54,16,4,0.6896800026294266,True
acct_516,21,Pro,279.86,5,1,0.6763359396352233,True
acct_517,19,Free,215.71,19,3,0.8423797168510936,False
acct_518,56,Free,373.97,5,1,0.44575964543132063,False
acct_519,10,Pro,331.99,12,1,0.39355546277200193,True
acct_520,32,Free,134.9,13,3,0.6863649375360066,False
acct_521,12,Free,412.87,16,2,0.963843917486482,True
acct_522,31,Free,44.8,15,2,0.4785056672647171,True
acct_523,51,Free,347.53,9,1,0.010844481805603379,False
acct_524,41,Pro,288.02,4,0,0.3055659886032409,False
acct_525,4,Free,14.15,15,2,0.7085727846527009,False
acct_526,46,Pro,107.5,2,2,0.8131797275832776,False
acct_527,53,Pro,420.01,13,0,0.7405384776924006,False
acct_528,9,Free,64.43,5,4,0.950722890284489,False
acct_529,39,Free,112.12,14,1,0.4096633281676084,False
acct_530,26,Pro,26.39,16,1,0.2919277626596676,False
acct_531,1,Pro,420.88,5,3,0.5528177568551371,False
acct_532,59,Pro,337.0,11,1,0.5660838167533355,False
acct_533,3,Pro,232.56,10,1,0.74615457362507,True
acct_534,30,Free,402.47,9,2,0.44978797723927244,False
acct_535,26,Pro,284.32,5,2,0.8545596541651708,False
acct_536,21,Free,321.5,10,7,0.004910509523049056,True
acct_537,9,Free,201.06,4,3,0.004305143686264112,True
acct_538,21,Free,397.91,1,2,0.8312202033311368,False
acct_539,53,Free,354.57,8,1,0.17200865366052276,False
acct_540,50,Free,470.25,14,4,0.5588482223153465,False
acct_541,25,Free,231.8,1,4,0.8395537668100224,False
acct_542,25,Free,182.09,17,3,0.5656266203134322,False
acct_543,15,Enterprise,155.41,15,0,0.6726804505360123,False
acct_544,50,Enterprise,152.35,14,4,0.0913703645108338,False
acct_545,34,Free,496.42,12,2,0.3427239855778109,False
acct_546,43,Pro,399.46,9,1,0.4425533909946149,False
acct_547,28,Free,492.22,11,3,0.16553978185165785,False
acct_548,40,Free,211.25,15,3,0.710267173651856,False
acct_549,3,Free,41.64,6,3,0.8963224060611833,False
acct_550,32,Free,461.89,18,4,0.5207501861253387,False
acct_551,42,Free,79.28,10,0,0.5740696176286374,False
acct_552,56,Pro,297.77,15,1,0.2035730158061856,False
acct_553,27,Free,252.45,9,4,0.9431038451169541,False
acct_554,24,Free,335.51,11,3,0.9526894622490198,False
acct_555,28,Pro,87.5,6,3,0.49382514232709884,False
acct_556,32,Free,382.0,8,0,0.1430775975702654,False
acct_557,17,Free,227.57,6,2,0.5928065027679109,False
acct_558,12,Pro,92.32,18,0,0.4784697371278207,False
acct_559,28,Pro,111.48,10,1,0.989102435331787,False
acct_560,30,Pro,20.58,13,2,0.48074490855771035,False
acct_561,58,Pro,129.72,13,1,0.4605682840530335,False
acct_562,3,Pro,489.91,9,2,0.5626082922417713,False
acct_563,31,Pro,130.46,16,2,0.2334120810206387,True
acct_564,27,Free,140.72,9,1,0.030716105660625104,True
acct_565,9,Free,32.26,7,2,0.8508036199291752,False
acct_566,36,Pro,302.31,17,2,0.49289462922733185,False
acct_567,24,Free,157.04,1,3,0.548866486661773,False
acct_568,39,Pro,324.22,4,1,0.9425005208517997,False
acct_569,59,Free,79.34,12,3,0.6844121423703864,False
acct_570,43,Free,322.92,6,2,0.6733291697124655,False
acct_571,30,Pro,269.55,14,2,0.67958955654397,False
acct_572,5,Free,17.37,18,1,0.8328517267967901,False
acct_573,48,Pro,427.89,8,1,0.1980010885967275,False
acct_574,23,Free,355.84,17,1,0.5736485897994047,False
acct_575,43,Free,498.97,11,2,0.009896053312091424,False
acct_576,30,Pro,12.18,12,2,0.3130889554856767,False
acct_577,38,Pro,483.25,18,3,0.45632368161552295,False
acct_578,53,Free,196.68,19,3,0.17149635771016658,False
acct_579,41,Pro,283.65,5,2,0.33689761293372766,False
acct_580,7,Pro,430.52,7,0,0.8655479934539175,False
acct_581,55,Free,7.98,19,6,0.3253271099228868,False
acct_582,53,Pro,346.09,10,0,0.27333808576054663,False
acct_583,17,Free,401.75,3,1,0.9031686633327723,False
acct_584,2,Free,396.98,6,3,0.45220821574569026,True
acct_585,54,Free,7.34,7,4,0.14247206565325554,False
acct_586,46,Free,372.11,7,3,0.9206198189172415,False
acct_587,20,Free,196.93,14,3,0.18183697614596162,False
acct_588,15,Free,391.1,16,1,0.18968964922789855,True
acct_589,17,Free,460.83,9,1,0.05954116778004637,True
acct_590,42,Pro,33.49,9,0,0.37516788029097614,False
acct_591,25,Pro,115.33,9,1,0.22095051659578757,False
acct_592,8,Pro,26.41,3,2,0.9613721020528712,False
acct_593,51,Pro,219.83,16,2,0.34490590849483027,False
acct_594,24,Free,210.94,19,4,0.7820323061102004,False
acct_595,11,Free,325.78,7,3,0.6946747436247299,False
acct_596,37,Free,60.17,19,2,0.5929613089669408,True
acct_597,16,Enterprise,196.64,17,1,0.8844468580135163,False
acct_598,11,Free,251.45,17,2,0.14595121310294268,False
acct_599,28,Pro,59.72,14,3,0.10216085385047846,False
acct_600,13,Enterprise,30.98,1,1,0.9408071484694759,False
acct_601,14,Pro,448.65,6,2,0.23642370359160636,True
acct_602,4,Pro,331.18,1,2,0.13669573861263706,True
acct_603,16,Free,229.29,3,1,0.9081720514276197,False
acct_604,48,Pro,340.76,15,1,0.46475911706529227,False
acct_605,31,Pro,437.5,12,1,0.34212012960821125,False
acct_606,46,Enterprise,489.01,11,1,0.36703798865010095,False
acct_607,44,Free,3.52,10,1,0.7360645797509513,False
acct_608,54,Pro,38.7,4,1,0.5162262799481081,False
acct_609,39,Free,447.38,13,3,0.757239071893157,False
acct_610,41,Pro,53.16,4,3,0.968217434868832,False
acct_611,6,Pro,73.57,7,2,0.37838364854845186,False
acct_612,20,Enterprise,146.19,6,5,0.5782317091783691,False
acct_613,37,Pro,110.63,8,4,0.9989437445607319,False
acct_614,39,Enterprise,448.48,15,2,0.4623534840761703,False
acct_615,8,Free,135.62,11,6,0.2308312019741382,True
acct_616,22,Free,286.14,2,1,0.17267272631906327,True
acct_617,30,Enterprise,460.2,9,1,0.8656497202907684,False
acct_618,57,Free,457.89,7,2,0.271828452263874,False
acct_619,19,Enterprise,344.4,13,1,0.8504742519038431,False
acct_620,43,Pro,233.16,5,0,0.49376726192322307,False
acct_621,18,Pro,12.74,1,1,0.27619749379038017,False
acct_622,35,Free,488.51,2,1,0.8449668170019635,False
acct_623,1,Pro,475.84,17,4,0.5471004566586797,True
acct_624,6,Pro,87.83,7,2,0.3897869399946404,False
acct_625,24,Free,268.62,1,2,0.3889531454219385,False
acct_626,9,Pro,436.79,9,2,0.43100136552096957,True
acct_627,9,Pro,389.12,3,1,0.5550842188997355,True
acct_628,44,Free,141.5,10,4,0.9067858026118283,False
acct_629,22,Free,314.15,13,1,0.08170056048576257,True
acct_630,59,Free,306.17,7,1,0.36937392519588197,False
acct_631,57,Pro,376.33,13,5,0.25901482892373584,False
acct_632,41,Free,48.42,13,2,0.18342682906809205,False
acct_633,5,Free,220.44,5,3,0.7490117620234467,True
acct_634,53,Free,20.86,6,3,0.5639843789966608,False
acct_635,52,Free,326.19,18,3,0.07742254624426115,False
acct_636,5,Free,353.99,4,2,0.23632367509578112,True
acct_637,14,Free,14.65,17,1,0.22218387311086063,True
acct_638,41,Enterprise,337.55,6,4,0.321792980614945,False
acct_639,17,Free,128.57,15,2,0.09435645110741031,True
acct_640,27,Free,319.72,2,2,0.7726122665792301,False
acct_641,32,Pro,172.62,7,3,0.7098697071218172,False
acct_642,44,Free,437.33,6,1,0.7384157864317042,False
acct_643,9,Free,434.97,9,2,0.16031566628260685,True
acct_644,7,Free,91.37,6,2,0.42507451926982354,False
acct_645,31,Free,258.94,4,2,0.7841025764974695,False
acct_646,55,Free,498.54,17,1,0.18149655439325385,False
acct_647,55,Free,323.69,5,4,0.23415666564243232,False
acct_648,9,Free,250.81,18,2,0.24165391810060544,True
acct_649,38,Free,362.18,15,2,0.4317725943054137,True
acct_650,25,Pro,298.13,3,1,0.43356944935345143,False
acct_651,15,Free,293.27,2,4,0.39286983567670686,True
acct_652,4,Free,371.59,12,3,0.7997980047295724,True
acct_653,33,Pro,301.82,12,2,0.790231314383586,False
acct_654,3,Enterprise,48.95,11,0,0.3023363778257767,False
acct_655,20,Free,270.33,19,1,0.729915391641917,False
acct_656,12,Pro,80.37,11,0,0.4615950474865089,False
acct_657,38,Enterprise,1.55,2,4,0.3709453949489008,False
acct_658,13,Free,172.38,6,2,0.2396041611253522,True
acct_659,48,Free,479.03,12,2,0.9032042509827348,False
acct_660,29,Pro,256.24,17,5,0.7546793058136757,False
acct_661,52,Free,481.55,9,1,0.060950745590947486,True
acct_662,4,Free,279.52,12,1,0.12907504613678578,True
acct_663,30,Enterprise,326.62,19,2,0.24390807242861035,True
acct_664,36,Pro,93.14,9,2,0.7401885753302998,False
acct_665,48,Free,240.88,13,2,0.080139877530092,True
acct_666,30,Pro,352.25,15,3,0.4685999758986945,False
acct_667,7,Pro,221.12,3,1,0.20468332487536767,True
acct_668,14,Enterprise,264.0,1,2,0.1934594185395908,True
acct_669,26,Pro,5.99,14,9,0.8003206705695952,False
acct_670,27,Pro,82.69,17,1,0.8679037118451055,False
acct_671,27,Pro,140.59,18,1,0.040041821896789176,True
acct_672,24,Free,441.56,1,3,0.7542071037580003,False
acct_673,29,Pro,15.35,10,3,0.7665662362760458,False
acct_674,33,Free,497.52,15,6,0.08983452159205574,True
acct_675,59,Pro,312.39,1,0,0.5261692406814235,False
acct_676,30,Free,251.07,6,1,0.5498964875103702,False
acct_677,37,Pro,148.4,13,2,0.12260048578327642,False
acct_678,30,Enterprise,150.54,14,1,0.014590829456744614,True
acct_679,50,Pro,172.14,13,0,0.6512067915455095,False
acct_680,32,Pro,181.73,14,1,0.62690840107214,False
acct_681,21,Pro,468.73,6,1,0.20776796426361732,True
acct_682,52,Free,372.72,14,3,0.27842561087782314,False
acct_683,41,Pro,391.24,12,5,0.14193366224578863,True
acct_684,5,Pro,132.55,15,1,0.8690534205076988,False
acct_685,47,Pro,323.96,5,3,0.5438554875867122,False
acct_686,23,Free,428.88,14,2,0.20147066246021905,False
acct_687,5,Free,334.12,1,0,0.47376205053191456,True
acct_688,46,Pro,238.76,1,0,0.1548487939272013,False
acct_689,6,Free,101.8,17,1,0.20840759463346403,True
acct_690,47,Pro,399.06,8,3,0.4316725694740262,False
acct_691,2,Free,242.65,10,1,0.42873837349220056,False
acct_692,34,Free,435.86,1,2,0.28293800911830247,False
acct_693,53,Free,229.45,17,3,0.35151865340472177,False
acct_694,31,Pro,192.95,13,1,0.05782611448428043,False
acct_695,19,Pro,350.69,10,4,0.32292091946696655,True
acct_696,16,Free,417.63,18,4,0.6763418962465141,False
acct_697,7,Enterprise,351.09,19,2,0.3752660005602284,False
acct_698,53,Free,111.08,12,1,0.7716389291670492,False
acct_699,53,Enterprise,62.04,19,3,0.8118194480453284,False
acct_700,46,Pro,95.73,17,2,0.5909760961625442,False
acct_701,20,Enterprise,55.23,14,0,0.588398721422376,True
acct_702,28,Pro,338.26,18,2,0.5603873108339291,False
acct_703,20,Pro,154.63,2,0,0.6224597053808099,False
acct_704,34,Pro,438.78,11,4,0.4448186150524289,False
acct_705,54,Pro,334.84,5,1,0.1385807209325477,False
acct_706,20,Pro,39.53,12,1,0.44410254865844123,False
acct_707,3,Free,198.14,15,1,0.9789820443755805,False
acct_708,15,Pro,196.37,2,3,0.45356175465886395,True
acct_709,36,Free,164.19,14,2,0.3134196766004512,False
acct_710,32,Free,216.68,16,2,0.816818146412483,False
acct_711,29,Pro,291.0,19,4,0.49390234774952413,True
acct_712,31,Free,416.02,8,1,0.25988721191453323,False
acct_713,23,Pro,4.25,15,1,0.3296013097850935,False
acct_714,14,Pro,469.34,19,1,0.60176293585648,False
acct_715,46,Enterprise,406.2,7,5,0.727802509233939,False
acct_716,53,Pro,428.08,5,0,0.9873854309617033,False
acct_717,47,Free,289.37,19,3,0.45923448014258383,False
acct_718,22,Enterprise,144.98,9,1,0.7875420065139779,False
acct_719,3,Free,68.25,14,1,0.10632945905555902,False
acct_720,19,Pro,436.38,18,2,0.30950303581011107,False
acct_721,37,Free,222.49,3,3,0.566717582159816,False
acct_722,24,Free,395.81,16,4,0.9595879671463826,False
acct_723,47,Enterprise,352.53,5,2,0.6448357259510746,False
acct_724,19,Pro,408.21,13,1,0.8300833105678144,False
acct_725,59,Pro,229.85,16,1,0.2179505436419673,False
acct_726,26,Pro,251.22,19,1,0.17876793955416292,False
acct_727,9,Free,257.67,1,0,0.24794010253752552,True
acct_728,11,Pro,294.82,14,0,0.49111178020392576,False
acct_729,16,Free,429.09,12,1,0.253014727027713,False
acct_730,44,Free,108.7,11,2,0.3030675749262728,False
acct_731,25,Free,330.95,12,2,0.7598658191316943,False
acct_732,39,Free,393.98,1,1,0.7371267878204915,False
acct_733,47,Enterprise,487.4,4,2,0.32257049408331495,False
acct_734,59,Pro,153.24,5,0,0.10183896958276895,False
acct_735,5,Pro,252.72,18,2,0.32512929982203964,True
acct_736,13,Enterprise,111.53,10,2,0.8601735801351338,False
acct_737,2,Free,298.46,1,2,0.04612585349176279,True
acct_738,54,Free,461.12,13,2,0.505542568578615,False
acct_739,8,Free,192.39,12,3,0.4571500069488702,False
acct_740,23,Pro,84.98,8,1,0.3814192647633039,False
acct_741,1,Free,374.46,5,1,0.8808193538112853,False
acct_742,30,Enterprise,50.96,11,1,0.8948601841962585,True
acct_743,29,Pro,256.8,17,4,0.03859157754369302,False
acct_744,10,Free,49.39,16,1,0.022943042121908563,True
acct_745,46,Pro,448.93,18,2,0.9800780555643285,False
acct_746,11,Free,464.29,12,3,0.0947247801965887,True
acct_747,51,Free,232.95,12,1,0.2869249483892682,False
acct_748,26,Free,485.96,11,1,0.14650608525656483,False
acct_749,54,Free,375.67,14,1,0.5013834023168482,False
acct_750,58,Enterprise,64.04,6,5,0.13439151151830542,False
acct_751,27,Pro,322.54,19,1,0.9663147121137959,False
acct_752,56,Free,382.56,7,1,0.5274720797549413,False
acct_753,33,Pro,310.16,15,4,0.9176933705421186,False
acct_754,32,Pro,34.62,4,5,0.19180707436611877,True
acct_755,20,Pro,403.8,9,0,0.8435547085317537,False
acct_756,19,Pro,160.37,14,2,0.639502367257839,False
acct_757,33,Free,443.87,1,4,0.6068669405243016,False
acct_758,55,Pro,295.97,17,6,0.8981082040708623,False
acct_759,4,Free,56.87,16,3,0.1473504126259474,True
acct_760,37,Free,113.56,10,1,0.8960325481527007,False
acct_761,35,Pro,373.63,1,1,0.28169484871108574,False
acct_762,57,Free,136.43,5,4,0.7526049315051162,False
acct_763,7,Pro,213.9,4,3,0.018560493558409163,True
acct_764,58,Enterprise,387.95,19,4,0.4988238563110361,False
acct_765,3,Pro,224.33,16,2,0.3951513255981376,True
acct_766,10,Enterprise,331.09,9,1,0.16752897136618172,True
acct_767,41,Pro,162.39,17,1,0.8803249530762857,False
acct_768,9,Free,340.44,9,4,0.1048175289517369,True
acct_769,48,Enterprise,20.8,17,3,0.7355512721411264,False
acct_770,13,Enterprise,317.29,10,1,0.055387592706814814,True
acct_771,44,Free,154.43,6,1,0.09518441545127787,True
acct_772,32,Pro,167.13,11,1,0.6837869810978117,False
acct_773,34,Pro,487.13,7,0,0.8761013585538558,False
acct_774,23,Free,461.37,1,0,0.1639416278817052,False
acct_775,46,Free,64.8,6,0,0.3187988033690694,False
acct_776,56,Free,207.78,13,3,0.15804729461785771,False
acct_777,16,Free,195.42,2,1,0.2082156363703892,False
acct_778,56,Pro,240.98,13,3,0.6204652060250948,False
acct_779,5,Pro,157.58,18,1,0.20896661206514833,False
acct_780,56,Free,398.76,1,2,0.6083874728331995,False
acct_781,48,Pro,367.96,11,1,0.920227217583963,False
acct_782,31,Free,177.14,8,1,0.9118230185812021,False
acct_783,52,Pro,360.42,6,2,0.7933764869117345,False
acct_784,58,Pro,462.64,1,0,0.5455435634966644,False
acct_785,3,Pro,144.43,1,2,0.14828525622920963,True
acct_786,44,Free,249.66,19,3,0.8813983226960618,False
acct_787,13,Free,53.73,18,3,0.8547774908728886,False
acct_788,4,Pro,188.64,12,1,0.17692124900251927,False
acct_789,7,Pro,334.41,16,3,0.5116319772246554,False
acct_790,49,Free,57.96,3,0,0.9023196147566792,False
acct_791,3,Pro,310.38,9,1,0.2535256337022913,True
acct_792,6,Pro,149.87,13,1,0.12395624003957628,False
acct_793,35,Free,391.26,17,3,0.48299299240393556,False
acct_794,11,Pro,445.55,13,3,0.6619197791117178,False
acct_795,59,Pro,485.27,13,0,0.08474457123123236,False
acct_796,35,Free,314.8,4,4,0.2532370024651428,True
acct_797,12,Free,168.37,10,5,0.550135983102908,True
acct_798,11,Enterprise,473.08,9,2,0.6709090668594264,False
acct_799,28,Enterprise,79.53,16,0,0.6559101652604524,False
acct_800,57,Free,75.14,15,3,0.13010259788478507,False
acct_801,29,Enterprise,42.21,3,3,0.5420857587586863,True
acct_802,30,Free,263.23,14,2,0.6886564853712626,False
acct_803,30,Pro,193.41,6,4,0.4883348373030645,False
acct_804,45,Pro,250.86,15,0,0.24911401775441344,False
acct_805,41,Pro,97.49,12,2,0.8742279598483682,False
acct_806,20,Pro,141.37,9,5,0.7073969923571122,False
acct_807,16,Free,153.05,13,2,0.3533737512540279,False
acct_808,51,Pro,17.63,17,1,0.18073906664198724,False
acct_809,57,Free,165.46,16,0,0.566789764706538,False
acct_810,16,Free,167.29,3,5,0.6687397159006027,False
acct_811,43,Pro,21.38,15,3,0.09918211633869745,False
acct_812,39,Free,485.62,13,2,0.634665075617253,False
acct_813,46,Pro,467.2,7,1,0.6497483794012776,False
acct_814,12,Pro,63.28,15,1,0.8071512444382134,False
acct_815,24,Free,285.69,4,0,0.9353697033183672,False
acct_816,30,Enterprise,452.98,4,1,0.8370107059870303,False
acct_817,44,Pro,409.19,12,2,0.6135158542514727,False
acct_818,18,Free,76.32,10,2,0.6205696884596319,False
acct_819,40,Free,6.0,7,3,0.8441725566103487,False
acct_820,46,Free,398.0,10,2,0.6991646606219152,False
acct_821,9,Pro,437.87,6,0,0.0742975337263373,False
acct_822,11,Free,32.94,12,3,0.9610093736862045,False
acct_823,42,Free,172.56,14,3,0.10734163719885914,False
acct_824,28,Pro,354.24,1,3,0.36090709264186127,False
acct_825,59,Free,401.36,1,0,0.8725577384477762,False
acct_826,32,Pro,102.56,6,7,0.2954717233397268,False
acct_827,7,Free,201.4,15,6,0.11612693424837095,True
acct_828,27,Free,254.97,13,7,0.16506538275769178,True
acct_829,8,Free,116.22,14,0,0.5466599147437881,False
acct_830,36,Free,285.89,16,3,0.013535128393826978,True
acct_831,5,Pro,187.75,2,1,0.01356459995807191,True
acct_832,24,Pro,318.49,12,3,0.46891288991030566,False
acct_833,24,Enterprise,219.49,13,4,0.04840842813440349,True
acct_834,30,Enterprise,417.18,3,1,0.9779133006938782,False
acct_835,18,Pro,114.42,11,0,0.6397436053033795,False
acct_836,26,Free,199.94,13,4,0.9471866070240355,False
acct_837,30,Free,125.31,10,1,0.6964647188218279,False
acct_838,53,Pro,412.15,19,0,0.004483075248059576,False
acct_839,56,Free,339.23,19,0,0.47802485713273835,False
acct_840,4,Free,199.9,9,2,0.4220949735010655,False
acct_841,56,Free,136.9,6,3,0.36185914844770006,False
acct_842,41,Free,378.98,4,1,0.35942648985538683,False
acct_843,40,Pro,286.27,14,2,0.918903829459093,False
